density;residual sugar;alcohol;total sulfur dioxide;chlorides;free sulfur dioxide;volatile acidity;citric acid;quality
0.99294;8.7;11.0;191.0;0.036;41.0;0.21;0.5;6
0.99044;1.6;11.9;109.0;0.032;36.0;0.26;0.31;6
0.98958;4.0;13.2;100.0;0.028;46.0;0.34;0.28;7
0.9909;2.5;11.7;84.0;0.028;24.0;0.37;0.25;6
0.9986;16.2;9.1;176.0;0.055;36.0;0.32;0.23;5
0.99262;9.0;12.6;109.0;0.023;20.0;0.24;0.32;6
0.9986;16.2;9.1;176.0;0.055;36.0;0.32;0.23;5
0.99212;1.4;10.5;90.0;0.194;23.0;0.39;0.79;6
0.99628;7.0;10.6;87.0;0.047;18.0;0.31;0.43;5
0.99262;9.0;12.6;109.0;0.023;20.0;0.24;0.32;6
0.98913;3.1;13.7;123.0;0.03;32.0;0.17;0.29;7
0.99021;1.5;12.0;93.0;0.037;38.0;0.2;0.23;6
0.99198;4.6;12.5;120.0;0.031;26.0;0.32;0.26;7
0.99226;4.8;12.1;110.0;0.03;40.0;0.12;0.27;6
0.99159;4.6;11.3;137.0;0.032;68.0;0.18;0.29;6
0.99021;1.5;12.0;93.0;0.037;38.0;0.2;0.23;6
0.99224;2.7;10.3;104.0;0.049;28.0;0.17;0.27;6
0.99068;6.3;12.7;136.0;0.039;47.0;0.21;0.3;6
0.99587;7.2;9.2;207.0;0.048;52.0;0.25;0.26;5
0.99587;7.2;9.2;207.0;0.048;52.0;0.25;0.26;5
0.99728;12.4;9.5;152.0;0.054;108.0;0.22;0.3;6
0.99364;6.6;10.1;175.0;0.045;98.0;0.27;0.19;6
0.99364;6.6;10.1;175.0;0.045;98.0;0.27;0.19;6
0.99018;4.0;13.0;98.0;0.038;17.0;0.39;0.22;7
0.98968;4.8;13.1;101.0;0.04;41.0;0.31;0.38;6
0.99178;1.3;11.0;113.0;0.048;59.0;0.23;0.32;6
0.99587;7.2;9.2;207.0;0.048;52.0;0.25;0.26;5
0.9961;11.1;9.4;177.0;0.056;112.0;0.22;0.25;6
0.99728;12.4;9.5;152.0;0.054;108.0;0.22;0.3;6
0.99534;9.8;10.2;134.0;0.055;74.0;0.23;0.27;6
0.99364;6.6;10.1;175.0;0.045;98.0;0.27;0.19;6
0.99864;13.3;8.6;193.0;0.054;63.0;0.36;0.54;4
0.99776;11.7;9.0;181.0;0.094;58.0;0.37;0.51;5
0.99545;8.0;9.6;194.0;0.062;50.0;0.26;0.51;5
0.99299;1.6;9.9;98.0;0.057;45.0;0.22;0.27;7
0.99665;16.55;10.5;135.0;0.059;54.0;0.22;0.28;5
0.99069;1.5;11.4;98.0;0.053;20.0;0.28;0.31;5
0.99692;10.2;9.4;170.0;0.069;58.0;0.35;0.31;5
0.99324;6.6;11.1;65.0;0.054;25.0;0.73;0.2;4
0.99896;17.8;8.9;111.0;0.047;42.0;0.28;0.24;6
0.99896;17.8;8.9;111.0;0.047;42.0;0.28;0.24;6
0.99226;1.5;10.8;129.0;0.049;28.0;0.2;0.37;5
0.99226;7.4;12.2;143.0;0.045;34.0;0.33;0.31;6
0.99896;17.8;8.9;111.0;0.047;42.0;0.28;0.24;6
0.99076;2.0;12.5;63.0;0.029;21.0;0.24;0.36;6
0.99226;7.4;12.2;143.0;0.045;34.0;0.33;0.31;6
0.99076;2.0;12.5;63.0;0.029;21.0;0.24;0.36;6
0.99896;17.8;8.9;111.0;0.047;42.0;0.28;0.24;6
0.9951;12.1;10.8;127.0;0.046;43.0;0.27;0.26;6
0.99234;8.2;11.4;98.0;0.043;28.0;0.38;0.26;6
0.99226;1.5;10.8;129.0;0.049;28.0;0.2;0.37;5
0.99368;8.7;10.6;127.0;0.036;47.0;0.21;0.3;5
0.9937;3.5;9.2;63.0;0.044;17.0;0.34;0.1;5
0.99151;6.4;12.2;134.0;0.031;21.0;0.435;0.16;6
0.99021;2.1;12.3;76.0;0.021;17.0;0.25;0.33;6
0.99479;7.7;10.4;179.0;0.038;40.0;0.26;0.29;6
0.9954;12.3;10.4;172.0;0.035;72.0;0.24;0.3;6
0.99176;1.3;11.0;110.0;0.035;54.0;0.23;0.34;7
0.99368;8.7;10.6;127.0;0.036;47.0;0.21;0.3;5
0.9937;3.5;9.2;63.0;0.044;17.0;0.34;0.1;5
0.99246;1.1;13.5;10.0;0.013;4.0;0.65;0.12;4
0.9908;2.8;11.4;65.0;0.144;12.0;0.22;0.38;6
0.98994;3.5;11.5;69.0;0.071;26.0;0.27;0.26;6
0.98746;1.9;14.0;106.0;0.036;33.0;0.455;0.18;7
0.99028;3.8;12.5;88.0;0.036;34.0;0.33;0.3;7
0.99028;3.8;12.5;88.0;0.036;34.0;0.33;0.3;7
0.98867;2.4;12.8;83.0;0.038;30.0;0.31;0.3;7
0.99174;4.8;11.2;138.0;0.037;45.0;0.39;0.24;7
0.99174;4.8;11.2;138.0;0.037;45.0;0.39;0.24;7
0.99021;6.2;13.6;139.0;0.04;49.0;0.37;0.3;6
0.99304;1.3;9.2;109.0;0.149;70.0;0.23;0.82;6
0.99028;3.8;12.5;88.0;0.036;34.0;0.33;0.3;7
0.99154;1.5;11.1;105.0;0.054;24.0;0.25;0.32;6
0.99174;4.8;11.2;138.0;0.037;45.0;0.39;0.24;7
0.98746;1.9;14.0;106.0;0.036;33.0;0.455;0.18;7
0.99021;6.2;13.6;139.0;0.04;49.0;0.37;0.3;6
0.9956;7.9;9.4;206.0;0.056;49.0;0.28;0.51;5
0.98779;1.6;14.2;113.0;0.037;31.0;0.35;0.28;7
0.98836;1.4;13.2;107.0;0.035;28.0;0.31;0.28;6
0.99138;2.6;11.2;132.0;0.05;24.0;0.25;0.37;6
0.99751;14.8;10.2;173.0;0.057;46.0;0.36;0.34;5
0.98867;2.4;12.8;83.0;0.038;30.0;0.31;0.3;7
0.99249;0.9;10.1;109.0;0.045;16.0;0.31;0.3;5
0.99249;0.9;10.1;109.0;0.045;16.0;0.31;0.3;5
0.99239;1.2;10.3;95.0;0.031;38.0;0.22;0.33;5
0.99512;9.9;9.9;91.0;0.056;30.0;0.14;0.29;6
0.99098;3.9;11.5;106.0;0.046;17.0;0.22;0.31;5
0.99872;15.6;9.0;173.0;0.063;27.0;0.32;0.47;5
0.99872;15.6;9.0;173.0;0.063;27.0;0.32;0.47;5
0.98894;1.5;12.1;101.0;0.03;25.0;0.28;0.26;6
0.988245;1.6;13.3;106.0;0.036;28.0;0.3;0.28;6
0.99326;7.8;11.5;116.0;0.05;43.0;0.22;0.28;8
0.99328;5.6;11.0;67.0;0.039;28.0;0.31;0.21;4
0.99222;1.3;10.7;84.0;0.04;26.0;0.27;0.3;6
0.99898;16.7;9.4;184.0;0.046;50.0;0.46;0.2;5
0.99486;7.95;10.3;108.0;0.042;16.0;0.23;0.25;6
0.99528;6.7;9.3;151.0;0.185;51.5;0.36;0.36;5
0.99062;1.1;12.0;92.0;0.04;41.0;0.18;0.38;6
0.99282;6.3;11.0;159.0;0.048;47.0;0.27;0.32;6
0.996;8.9;9.3;148.0;0.053;36.0;0.4;0.37;5
0.99138;1.0;10.1;143.0;0.068;32.0;0.345;0.34;5
0.99166;1.5;11.1;106.0;0.053;26.0;0.23;0.39;6
0.99408;6.6;9.9;113.0;0.046;26.0;0.2;0.15;6
0.99281;6.2;11.0;161.0;0.048;47.0;0.27;0.32;6
0.99282;6.3;11.0;159.0;0.048;47.0;0.27;0.32;6
0.98964;2.1;12.5;127.0;0.042;31.0;0.3;0.33;6
0.98952;2.2;12.7;142.0;0.042;41.0;0.3;0.32;7
0.99469;5.4;9.3;105.0;0.045;26.0;0.14;0.3;5
0.996;8.9;9.3;148.0;0.053;36.0;0.4;0.37;5
0.99138;1.0;10.1;143.0;0.068;32.0;0.345;0.34;5
0.9991;17.9;8.8;161.0;0.066;36.0;0.33;0.2;5
0.99047;2.6;11.2;90.0;0.043;34.0;0.16;0.3;6
0.99178;1.3;10.8;122.0;0.038;45.0;0.22;0.3;7
0.9991;17.9;8.8;161.0;0.066;36.0;0.33;0.2;5
0.99047;2.6;11.2;90.0;0.043;34.0;0.16;0.3;6
0.99207;2.3;10.3;145.0;0.05;22.0;0.24;0.18;5
0.99152;4.3;12.0;87.0;0.026;15.0;0.31;0.36;5
0.99438;7.1;9.5;110.0;0.048;36.0;0.185;0.19;6
0.99438;7.1;9.5;110.0;0.048;36.0;0.185;0.19;6
0.99622;11.9;9.8;159.0;0.04;54.0;0.43;0.24;6
0.99773;11.7;9.0;170.0;0.084;55.0;0.39;0.46;5
0.99088;5.8;13.0;118.0;0.032;40.0;0.58;0.27;7
0.99108;3.8;11.8;116.0;0.044;13.0;0.34;0.32;7
0.99803;12.4;8.8;176.5;0.056;61.0;0.35;0.48;5
0.99304;6.5;11.2;102.0;0.05;18.0;0.38;0.23;4
0.99438;7.1;9.5;110.0;0.048;36.0;0.185;0.19;6
0.99548;7.6;9.4;200.0;0.049;35.0;0.27;0.51;4
0.99551;7.9;9.5;192.0;0.049;35.0;0.29;0.52;6
0.99152;2.8;10.4;125.0;0.034;33.0;0.17;0.3;6
0.99572;10.6;9.8;143.0;0.035;42.0;0.18;0.31;7
0.99152;2.8;10.4;125.0;0.034;33.0;0.17;0.3;6
0.99244;1.5;10.3;98.0;0.175;16.0;0.37;0.67;6
0.99548;7.6;9.4;200.0;0.049;35.0;0.27;0.51;4
0.99551;7.9;9.5;192.0;0.049;35.0;0.29;0.52;6
0.9903;1.7;11.9;134.0;0.033;61.0;0.24;0.26;7
0.99162;7.6;12.8;124.0;0.025;35.0;0.32;0.29;7
0.99116;7.5;13.0;117.0;0.03;18.0;0.27;0.25;6
0.9922;1.7;10.4;192.0;0.04;41.0;0.29;0.53;7
0.99223;1.7;10.4;193.0;0.034;41.0;0.29;0.52;6
0.99481;12.1;10.7;135.0;0.035;54.0;0.22;0.25;5
0.9928;4.5;10.7;157.0;0.036;81.0;0.22;0.27;7
0.9903;1.7;11.9;134.0;0.033;61.0;0.24;0.26;7
0.99429;8.0;10.4;101.0;0.043;31.0;0.23;0.25;6
0.99162;7.6;12.8;124.0;0.025;35.0;0.32;0.29;7
0.99454;8.6;9.9;104.0;0.044;45.0;0.11;0.27;6
0.99454;8.6;9.9;104.0;0.044;45.0;0.11;0.27;6
0.99863;14.6;9.4;223.0;0.048;73.0;0.23;0.41;6
0.991;1.6;11.4;129.0;0.048;46.0;0.2;0.17;6
0.99454;8.6;9.9;104.0;0.044;45.0;0.11;0.27;6
0.99863;14.6;9.4;223.0;0.048;73.0;0.23;0.41;6
0.99317;1.1;9.2;104.0;0.06;36.0;0.2;0.41;5
0.99173;3.7;10.5;76.0;0.041;26.0;0.19;0.32;7
0.99455;8.9;11.0;111.0;0.048;32.0;0.28;0.34;7
0.99455;8.9;11.0;111.0;0.048;32.0;0.28;0.34;7
0.99186;4.7;12.1;127.0;0.038;3.0;0.37;0.31;5
0.99455;8.9;11.0;111.0;0.048;32.0;0.28;0.34;7
0.98944;3.1;12.8;144.0;0.041;37.0;0.26;0.29;7
0.9942;5.8;10.5;120.0;0.053;25.0;0.24;0.49;6
0.9942;5.8;10.5;120.0;0.053;25.0;0.24;0.49;6
0.9942;5.8;10.5;120.0;0.053;25.0;0.24;0.49;6
0.99238;1.0;9.5;122.0;0.062;21.0;0.25;0.57;5
0.99782;15.8;9.2;94.0;0.052;25.0;0.25;0.48;6
0.99111;1.5;11.1;117.0;0.047;40.0;0.14;0.35;6
0.99067;5.2;12.3;112.0;0.042;33.0;0.38;0.26;7
0.99111;1.5;11.1;117.0;0.047;40.0;0.14;0.35;6
0.98878;2.5;12.6;51.0;0.037;10.0;0.15;0.32;6
0.99238;1.0;9.5;122.0;0.062;21.0;0.25;0.57;5
0.99782;15.8;9.2;94.0;0.052;25.0;0.25;0.48;6
0.9938;5.9;10.8;152.0;0.054;40.0;0.22;0.32;6
0.99143;3.1;11.3;122.0;0.044;39.0;0.21;0.29;6
0.98944;3.1;12.8;144.0;0.041;37.0;0.26;0.29;7
0.9942;5.8;10.5;120.0;0.053;25.0;0.24;0.49;6
0.99588;11.5;9.8;171.0;0.051;56.0;0.46;0.24;6
1.00038;18.0;8.5;183.0;0.054;56.0;0.18;0.48;6
0.99424;4.8;9.3;97.0;0.054;6.0;0.32;0.12;5
0.99626;8.5;9.2;151.0;0.055;45.0;0.4;0.24;5
0.99076;1.6;11.4;115.0;0.037;32.0;0.23;0.24;6
1.00038;18.0;8.5;183.0;0.054;56.0;0.18;0.48;6
0.99424;4.8;9.3;97.0;0.054;6.0;0.32;0.12;5
0.99536;5.9;8.4;91.0;0.056;6.0;0.37;0.12;4
0.99318;1.1;9.2;100.0;0.062;35.0;0.23;0.42;5
0.99626;8.5;9.2;151.0;0.055;45.0;0.4;0.24;5
0.99726;13.1;10.4;151.0;0.033;52.0;0.19;0.37;6
0.99126;4.1;11.6;147.0;0.046;50.0;0.28;0.27;6
0.98998;2.9;12.4;94.0;0.029;37.0;0.32;0.45;6
0.99726;13.1;10.4;151.0;0.033;52.0;0.19;0.37;6
0.99304;1.1;9.3;176.0;0.052;22.0;0.26;0.26;5
0.9892;1.5;12.2;81.0;0.029;37.0;0.25;0.27;6
0.99296;7.75;11.0;139.0;0.031;33.0;0.28;0.3;6
0.99047;1.15;11.4;105.0;0.023;30.0;0.19;0.38;5
0.9924;1.0;9.5;120.0;0.06;15.0;0.29;0.57;5
0.9989;17.8;9.2;116.0;0.034;16.0;0.27;0.22;5
0.99338;5.7;11.1;125.0;0.021;23.0;0.26;0.38;6
0.9989;17.8;9.2;116.0;0.034;16.0;0.27;0.22;5
0.99404;7.4;11.0;172.0;0.032;53.0;0.2;0.22;6
0.99287;1.4;9.9;177.0;0.041;40.0;0.33;0.22;5
0.99286;1.4;9.9;176.0;0.044;43.0;0.34;0.22;5
0.9924;1.0;9.5;120.0;0.06;15.0;0.29;0.57;5
0.99058;4.4;12.4;109.0;0.033;8.0;1.1;0.16;4
0.9934;1.6;9.4;185.0;0.052;48.0;0.24;0.29;5
0.99545;7.9;9.3;149.0;0.053;45.0;0.24;0.22;5
0.9984;15.5;8.7;135.0;0.05;25.0;0.16;0.27;7
0.9984;15.5;8.7;135.0;0.05;25.0;0.16;0.27;7
0.9984;15.5;8.7;135.0;0.05;25.0;0.16;0.27;7
0.9984;15.5;8.7;135.0;0.05;25.0;0.16;0.27;7
0.99971;17.55;9.0;154.0;0.05;33.0;0.17;0.28;7
0.99546;13.5;10.7;118.0;0.038;49.0;0.19;0.35;6
0.99546;13.5;10.7;118.0;0.038;49.0;0.19;0.35;6
0.99058;1.3;11.3;98.0;0.034;32.0;0.16;0.36;6
0.9984;15.5;8.7;135.0;0.05;25.0;0.16;0.27;7
0.99314;11.6;11.7;97.0;0.028;22.0;0.3;0.27;6
0.99545;7.9;9.3;149.0;0.053;45.0;0.24;0.22;5
0.9984;15.5;8.7;135.0;0.05;25.0;0.16;0.27;7
0.99971;17.55;9.0;154.0;0.05;33.0;0.17;0.28;7
0.99314;11.6;11.7;97.0;0.028;22.0;0.3;0.27;6
0.99565;13.15;10.7;131.0;0.032;25.0;0.43;0.18;5
0.99056;1.9;11.4;110.0;0.036;38.0;0.17;0.36;6
0.99546;13.5;10.7;118.0;0.038;49.0;0.19;0.35;6
0.99058;1.3;11.3;98.0;0.034;32.0;0.16;0.36;6
0.99362;6.1;10.0;70.0;0.048;20.0;0.41;0.01;5
0.99362;6.1;10.0;70.0;0.048;20.0;0.41;0.01;5
0.99196;1.9;11.2;119.0;0.036;27.0;0.36;0.32;6
0.99255;1.9;9.7;130.0;0.09;44.0;0.17;0.21;5
0.99027;1.6;12.5;85.0;0.032;23.0;0.28;0.21;5
0.99302;11.3;12.9;110.0;0.029;32.0;0.5;0.26;8
0.99257;8.4;11.8;160.0;0.057;60.0;0.44;0.27;6
0.99506;8.3;10.6;166.0;0.062;22.0;0.38;0.28;5
0.99257;8.4;11.8;160.0;0.057;60.0;0.44;0.27;6
0.9952;12.2;10.7;133.0;0.049;54.0;0.24;0.28;6
0.99498;8.0;9.9;162.0;0.048;41.0;0.28;0.27;5
0.9903;1.3;12.0;76.0;0.048;23.0;0.26;0.32;6
0.99706;12.7;10.4;163.0;0.043;70.5;0.16;0.38;7
0.99398;1.3;8.5;107.0;0.054;11.0;0.36;0.16;5
0.99588;10.5;9.9;82.0;0.06;15.0;0.35;0.19;4
0.99691;12.5;9.4;120.0;0.049;52.5;0.25;0.26;6
0.99608;9.6;10.4;134.0;0.05;33.0;0.37;0.26;5
0.99142;1.5;11.0;108.0;0.044;21.0;0.25;0.21;6
0.99138;1.5;11.0;110.0;0.044;21.0;0.23;0.21;6
0.99432;7.8;10.4;91.0;0.052;27.0;0.265;0.28;6
0.99592;10.8;9.8;116.0;0.05;58.0;0.25;0.27;6
0.99691;12.5;9.4;106.0;0.049;52.5;0.25;0.26;6
0.99432;8.6;10.6;142.0;0.046;37.0;0.23;0.28;6
0.99266;1.2;10.1;185.0;0.052;32.0;0.3;0.32;5
0.99456;14.5;11.5;96.0;0.048;20.0;0.33;0.24;8
0.9915;3.7;11.4;73.0;0.048;14.0;0.26;0.29;6
0.99322;1.1;9.2;93.0;0.058;30.0;0.2;0.4;6
0.9927;1.1;9.7;101.0;0.059;33.0;0.21;0.42;6
0.99173;3.8;11.3;79.0;0.047;16.0;0.25;0.27;6
0.99412;4.6;9.6;127.0;0.098;36.0;0.27;0.24;6
0.99666;10.2;8.9;179.0;0.07;44.0;0.24;0.3;6
0.99425;7.9;10.0;82.0;0.057;21.0;0.14;0.28;6
0.99314;2.4;9.2;112.0;0.059;19.0;0.5;0.2;6
0.99672;10.7;9.0;103.0;0.11;20.0;0.41;0.27;6
0.99024;4.9;12.8;98.0;0.03;29.0;0.25;0.28;7
0.99672;10.7;9.0;103.0;0.11;20.0;0.41;0.27;6
0.99366;1.1;9.5;136.0;0.054;13.0;0.25;0.35;5
0.99425;7.9;10.0;82.0;0.057;21.0;0.14;0.28;6
0.99299;5.6;11.0;140.0;0.046;30.0;0.21;0.34;5
0.99314;2.4;9.2;112.0;0.059;19.0;0.5;0.2;6
0.99528;14.2;10.6;99.0;0.037;24.0;0.29;0.23;6
0.99568;9.5;10.0;166.0;0.057;54.0;0.37;0.23;5
0.99568;9.5;10.0;166.0;0.057;54.0;0.37;0.23;5
0.99062;4.1;11.7;86.0;0.03;22.0;0.31;0.28;7
0.99058;4.7;12.5;80.0;0.035;17.0;0.45;0.27;7
0.99059;1.4;11.1;122.0;0.039;36.0;0.3;0.45;7
0.99119;0.9;9.7;141.0;0.041;46.0;0.23;0.56;5
0.99727;20.3;12.3;150.0;0.037;45.0;0.3;0.26;6
0.99021;3.5;12.2;105.0;0.035;43.0;0.28;0.42;6
0.99238;2.7;11.3;153.0;0.043;46.0;0.255;0.22;6
0.99164;1.2;11.6;193.0;0.053;23.0;0.4;0.27;5
0.99006;1.2;11.3;75.0;0.04;18.0;0.21;0.25;6
0.99078;2.0;11.1;95.0;0.041;30.0;0.2;0.25;6
0.99036;1.1;11.2;92.0;0.041;32.0;0.17;0.29;6
0.99123;1.5;11.3;107.0;0.046;35.0;0.21;0.29;6
0.98978;1.2;12.0;94.0;0.041;29.0;0.26;0.32;6
0.99908;18.1;8.8;158.0;0.069;33.0;0.35;0.2;6
0.99908;18.1;8.8;158.0;0.069;33.0;0.35;0.2;6
0.99022;3.6;12.0;143.0;0.046;19.0;0.43;0.31;8
0.99024;3.5;12.0;147.0;0.046;22.0;0.4;0.31;7
0.9973;12.1;9.0;122.0;0.049;48.0;0.28;0.5;5
0.99853;17.45;9.3;151.0;0.054;42.0;0.23;0.22;6
0.99769;12.1;8.7;171.0;0.059;33.0;0.34;0.25;6
0.98954;3.0;12.8;75.0;0.095;13.0;0.44;0.32;6
0.98974;1.6;11.5;72.0;0.052;23.0;0.13;0.36;7
0.99382;5.7;10.0;147.0;0.048;44.0;0.17;0.23;5
0.99383;5.6;10.0;147.0;0.047;45.0;0.18;0.22;5
0.99538;6.8;10.3;215.0;0.059;51.0;0.31;0.34;5
0.99734;15.6;10.4;227.0;0.054;62.0;0.33;0.32;5
0.98981;6.0;13.4;68.0;0.02;18.0;0.34;0.31;7
0.99095;1.8;11.2;130.0;0.032;18.0;0.29;0.32;6
0.9964;8.6;9.1;206.0;0.048;47.0;0.31;0.26;5
0.9964;8.6;9.1;206.0;0.048;47.0;0.31;0.26;5
0.99411;11.5;10.8;120.0;0.04;24.0;0.25;0.27;6
0.9915;7.8;12.5;89.0;0.038;26.0;0.27;0.28;6
0.99234;2.4;11.3;132.0;0.046;27.0;0.26;0.24;5
0.99016;5.0;12.8;128.0;0.035;20.0;0.65;0.23;6
0.9964;8.6;9.1;206.0;0.048;47.0;0.31;0.26;5
0.98949;1.5;12.7;72.0;0.041;8.0;0.23;0.32;6
0.99287;5.4;11.0;143.0;0.054;53.0;0.18;0.35;7
0.99544;11.9;10.4;149.0;0.052;51.0;0.28;0.29;6
0.99544;11.9;10.4;149.0;0.052;51.0;0.28;0.29;6
0.9941;9.0;10.7;136.0;0.051;43.0;0.27;0.27;6
0.994;10.0;10.9;131.0;0.055;56.0;0.25;0.28;6
0.99544;11.9;10.4;149.0;0.052;51.0;0.28;0.29;6
0.99546;11.9;10.4;160.0;0.052;54.0;0.26;0.29;6
0.99737;15.5;9.7;115.5;0.064;56.0;0.13;0.29;7
0.99287;5.4;11.0;143.0;0.054;53.0;0.18;0.35;7
0.99767;15.0;9.6;120.0;0.055;8.0;0.2;0.25;6
0.98711;1.4;13.9;76.0;0.038;40.0;0.24;0.28;7
0.99714;9.4;9.4;194.0;0.046;6.0;0.48;0.31;5
0.99134;3.7;12.5;193.0;0.032;29.0;0.26;0.32;6
0.99767;15.0;9.6;120.0;0.055;8.0;0.2;0.25;6
0.9927;1.4;9.5;187.0;0.049;50.0;0.3;0.47;5
0.9948;6.5;9.6;186.0;0.048;61.0;0.32;0.5;5
0.9927;1.4;9.5;187.0;0.049;50.0;0.3;0.47;5
0.99481;6.3;9.6;186.0;0.047;63.0;0.34;0.52;5
0.99825;13.7;8.7;168.0;0.056;33.0;0.16;0.3;7
0.99825;13.7;8.7;168.0;0.056;33.0;0.16;0.3;7
0.99825;13.7;8.7;168.0;0.056;33.0;0.16;0.3;7
0.99825;13.7;8.7;168.0;0.056;33.0;0.16;0.3;7
0.99825;13.7;8.7;168.0;0.056;33.0;0.16;0.3;7
0.99825;13.7;8.7;168.0;0.056;33.0;0.16;0.3;7
0.99192;1.5;10.4;120.0;0.061;12.0;0.26;0.38;5
0.99184;1.6;10.7;119.0;0.063;13.0;0.31;0.35;5
0.99019;1.4;12.0;83.0;0.05;23.0;0.22;0.35;7
0.98998;3.5;12.1;158.0;0.044;35.0;0.23;0.31;7
0.98886;1.0;13.1;118.0;0.04;39.0;0.17;0.32;8
0.98998;1.4;12.4;104.0;0.039;30.0;0.19;0.26;6
0.98949;1.5;12.6;123.0;0.035;45.0;0.21;0.34;7
0.99825;13.7;8.7;168.0;0.056;33.0;0.16;0.3;7
0.99009;1.6;12.0;101.0;0.04;31.0;0.22;0.37;5
0.99252;5.2;11.6;169.0;0.06;14.0;0.34;0.27;6
0.99288;1.4;9.3;99.0;0.174;36.0;0.34;0.86;5
0.99659;11.9;9.3;179.0;0.05;65.0;0.24;0.22;6
0.99133;2.4;11.1;157.0;0.048;25.0;0.35;0.39;7
0.99324;3.2;10.2;161.0;0.049;68.0;0.24;0.33;6
0.99164;1.7;10.6;113.0;0.037;35.0;0.25;0.33;6
0.99107;4.2;11.3;133.0;0.038;49.0;0.19;0.33;7
0.9986;15.4;9.4;198.0;0.052;81.0;0.24;0.4;5
0.99708;13.0;9.3;123.0;0.053;31.0;0.31;0.61;6
0.99163;5.6;11.1;68.0;0.039;15.0;0.25;0.32;6
0.99605;9.7;9.9;170.0;0.055;15.0;0.38;0.56;6
0.99065;2.5;11.8;82.0;0.041;29.0;0.3;0.3;7
0.9903;4.0;12.6;81.0;0.04;24.0;0.33;0.28;7
0.9986;15.4;9.4;198.0;0.052;81.0;0.24;0.4;5
0.99236;1.2;10.5;72.0;0.043;23.0;0.27;0.32;5
0.98948;2.0;12.3;108.0;0.037;40.0;0.24;0.34;6
0.99045;1.2;11.3;119.0;0.048;25.0;0.33;0.3;6
0.9939;5.1;9.6;105.0;0.097;21.0;0.21;0.21;5
0.98985;1.4;12.0;63.0;0.04;14.0;0.22;0.3;6
0.99138;1.2;11.2;140.0;0.05;36.0;0.27;0.35;5
0.99348;6.5;10.2;100.0;0.044;28.0;0.2;0.24;6
0.99066;1.3;12.4;100.0;0.045;26.0;0.27;0.33;6
0.99348;6.5;10.2;100.0;0.044;28.0;0.2;0.24;6
0.98862;2.7;13.4;87.0;0.04;24.0;0.45;0.24;8
0.98865;1.3;12.6;68.0;0.036;25.0;0.22;0.29;6
0.99472;7.4;9.8;149.0;0.053;34.0;0.3;0.48;5
0.99792;12.9;9.1;139.0;0.049;63.0;0.36;0.53;5
0.99066;1.3;12.4;100.0;0.045;26.0;0.27;0.33;6
0.99035;1.2;12.5;101.0;0.044;28.0;0.24;0.33;6
0.99086;2.6;11.7;85.0;0.033;25.0;0.41;0.27;6
0.99013;2.3;12.9;113.0;0.044;37.0;0.24;0.31;6
0.99266;1.3;10.1;183.0;0.054;27.0;0.3;0.32;5
0.99517;10.5;10.3;139.0;0.044;33.0;0.26;0.38;6
0.99086;2.6;11.7;85.0;0.033;25.0;0.41;0.27;6
0.99666;14.4;10.3;144.0;0.05;29.0;0.32;0.2;6
0.991;1.2;10.8;107.0;0.036;42.0;0.25;0.3;7
0.99068;3.1;11.2;89.0;0.023;19.0;0.23;0.29;6
0.99084;1.7;11.8;102.0;0.024;26.0;0.23;0.32;6
0.9939;6.0;9.8;134.0;0.05;26.0;0.17;0.21;6
0.99624;11.8;10.0;193.0;0.041;32.0;0.38;0.42;6
0.99602;6.2;8.8;164.0;0.052;13.0;0.31;0.37;4
0.9926;1.4;10.1;69.0;0.142;5.0;0.38;0.53;4
0.99718;12.1;9.5;210.0;0.056;68.0;0.44;0.24;5
0.99718;12.1;9.5;210.0;0.056;68.0;0.44;0.24;5
0.99718;12.1;9.5;210.0;0.056;68.0;0.44;0.24;5
0.99344;3.9;9.2;113.0;0.06;27.0;0.38;0.14;4
0.99184;4.6;12.2;180.0;0.041;31.0;0.33;0.32;6
0.99718;12.1;9.5;210.0;0.056;68.0;0.44;0.24;5
0.99033;1.2;11.3;92.0;0.046;29.0;0.19;0.29;6
0.99248;8.1;12.1;129.0;0.038;44.0;0.28;0.34;6
0.99344;3.9;9.2;113.0;0.06;27.0;0.38;0.14;4
0.99076;1.1;11.2;51.0;0.029;6.0;0.43;0.11;4
0.99092;6.5;12.5;87.0;0.029;26.0;0.22;0.35;7
0.99486;10.1;10.6;187.0;0.056;38.0;0.345;0.27;5
0.99464;10.7;10.4;171.0;0.056;66.0;0.255;0.57;7
0.99235;3.2;10.1;93.0;0.047;16.0;0.2;0.27;7
0.99612;12.4;9.9;201.0;0.048;33.0;0.29;0.23;6
0.99202;5.2;11.0;133.0;0.046;11.0;0.26;0.25;6
0.99261;5.0;10.0;122.0;0.045;10.0;0.22;0.23;6
0.98964;2.5;12.7;89.0;0.066;29.0;0.35;0.37;6
0.99206;9.2;12.1;92.0;0.036;10.0;0.39;0.28;6
0.9938;6.9;10.4;118.0;0.052;23.0;0.23;0.33;6
0.99204;2.0;10.4;120.0;0.05;23.0;0.22;0.3;6
0.99736;15.0;9.2;116.0;0.04;21.0;0.29;0.18;5
0.99736;15.0;9.2;116.0;0.04;21.0;0.29;0.18;5
0.99192;1.2;10.5;80.0;0.03;27.0;0.23;0.3;5
0.99736;15.0;9.2;116.0;0.04;21.0;0.29;0.18;5
